chr	fragmentMid1	fragmentMid2	p_value
21	16115000	15915000	0.08687646
21	16115000	15925000	4.490798e-05
21	16115000	15935000	0.0002807134
21	16115000	15945000	3.725544e-06
21	16115000	15955000	0.006980025
21	16115000	15965000	0.0001979982
21	16115000	15975000	0.001169958
21	16115000	15985000	3.150487e-05
21	16115000	15995000	0.2552402
21	16115000	16005000	0.1570068
21	16115000	16015000	0.04365394
21	16115000	16025000	0.4123078
21	16115000	16035000	0.8437301
21	16115000	16045000	0.04002095
21	16115000	16055000	0.07318729
21	16115000	16065000	0.0001934994
21	16115000	16075000	0.008242318
21	16115000	16085000	0.165791
21	16115000	16095000	1.801114e-08
21	16125000	14125000	1
21	16125000	14135000	1
21	16125000	14145000	1
21	16125000	14155000	1
21	16125000	14165000	1
21	16125000	14175000	1
21	16125000	14185000	1
21	16125000	14195000	1
21	16125000	14205000	1
21	16125000	14215000	1
21	16125000	14225000	1
21	16125000	14235000	1
21	16125000	14245000	1
21	16125000	14255000	1
21	16125000	14265000	1
21	16125000	14275000	1
21	16125000	14285000	1
21	16125000	14295000	1
21	16125000	14305000	1
21	16125000	14315000	1
21	16125000	14325000	1
21	16125000	14335000	1
21	16125000	14345000	1
21	16125000	14355000	1
21	16125000	14365000	1
21	16125000	14375000	1
21	16125000	14385000	1
21	16125000	14395000	1
21	16125000	14405000	1
21	16125000	14415000	1
21	16125000	14425000	1
21	16125000	14435000	1
21	16125000	14445000	1
21	16125000	14455000	1
21	16125000	14465000	1
21	16125000	14475000	1
21	16125000	14485000	1
21	16125000	14495000	1
21	16125000	14505000	1
21	16125000	14515000	1
21	16125000	14525000	1
21	16125000	14535000	1
21	16125000	14545000	1
21	16125000	14555000	1
21	16125000	14565000	1
21	16125000	14575000	1
21	16125000	14585000	1
21	16125000	14595000	1
21	16125000	14605000	1
21	16125000	14615000	1
21	16125000	14625000	1
21	16125000	14635000	1
21	16125000	14645000	1
21	16125000	14655000	1
21	16125000	14665000	1
21	16125000	14675000	1
21	16125000	14685000	1
21	16125000	14695000	1
21	16125000	14705000	1
21	16125000	14715000	1
21	16125000	14725000	1
21	16125000	14735000	1
21	16125000	14745000	1
21	16125000	14755000	1
21	16125000	14765000	1
21	16125000	14775000	1
21	16125000	14785000	1
21	16125000	14795000	1
21	16125000	14805000	1
21	16125000	14815000	1
21	16125000	14825000	1
21	16125000	14835000	1
21	16125000	14845000	1
21	16125000	14855000	1
21	16125000	14865000	1
21	16125000	14875000	1
21	16125000	14885000	1
21	16125000	14895000	1
21	16125000	14905000	1
21	16125000	14915000	1
21	16125000	14925000	1
21	16125000	14935000	1
21	16125000	14945000	1
21	16125000	14955000	1
21	16125000	14965000	1
21	16125000	14975000	1
21	16125000	14985000	1
21	16125000	14995000	1
21	16125000	15005000	1
21	16125000	15015000	1
21	16125000	15025000	1
21	16125000	15035000	1
21	16125000	15045000	1
21	16125000	15055000	1
21	16125000	15065000	1
21	16125000	15075000	1
21	16125000	15085000	1
21	16125000	15095000	1
21	16125000	15105000	1
21	16125000	15115000	1
21	16125000	15125000	1
21	16125000	15135000	1
21	16125000	15145000	1
21	16125000	15155000	1
21	16125000	15165000	1
21	16125000	15175000	1
21	16125000	15185000	1
21	16125000	15195000	1
21	16125000	15205000	1
21	16125000	15215000	1
21	16125000	15225000	1
21	16125000	15235000	1
21	16125000	15245000	1
21	16125000	15255000	1
21	16125000	15265000	1
21	16125000	15275000	1
21	16125000	15285000	0.4050829
21	16125000	15295000	1
21	16125000	15305000	1
21	16125000	15315000	1
21	16125000	15325000	1
21	16125000	15335000	1
21	16125000	15345000	1
21	16125000	15355000	1
21	16125000	15365000	1
21	16125000	15375000	1
21	16125000	15385000	0.4593915
21	16125000	15395000	1
21	16125000	15405000	1
21	16125000	15415000	1
21	16125000	15425000	1
21	16125000	15435000	1
21	16125000	15445000	1
21	16125000	15455000	1
21	16125000	15465000	0.1606666
21	16125000	15475000	1
21	16125000	15485000	0.5239349
21	16125000	15495000	1
21	16125000	15505000	1
21	16125000	15515000	1
21	16125000	15525000	1
21	16125000	15535000	1
21	16125000	15545000	1
21	16125000	15555000	1
21	16125000	15565000	1
21	16125000	15575000	0.5890033
21	16125000	15585000	1
21	16125000	15595000	1
21	16125000	15605000	0.6119964
21	16125000	15615000	0.6198124
21	16125000	15625000	0.07811835
21	16125000	15635000	0.2678017
21	16125000	15645000	1
21	16125000	15655000	0.2844475
21	16125000	15665000	0.6599496
21	16125000	15675000	0.6681642
21	16125000	15685000	1
21	16125000	15695000	0.6847411
21	16125000	15705000	0.6930909
21	16125000	15715000	0.3405841
21	16125000	15725000	0.7098778
21	16125000	15735000	0.1353481
21	16125000	15745000	0.01058778
21	16125000	15755000	0.002493467
21	16125000	15765000	0.000534506
21	16125000	15775000	0.4081419
21	16125000	15785000	0.0007275886
21	16125000	15795000	0.01762277
21	16125000	15805000	0.01969839
21	16125000	15815000	0.0002303585
21	16125000	15825000	0.001439106
21	16125000	15835000	0.007489807
21	16125000	15845000	0.002095618
21	16125000	15855000	1.916028e-05
21	16125000	15865000	0.04128281
21	16125000	15875000	0.01436486
21	16125000	15885000	0.001132846
21	16125000	15895000	0.005677077
21	16125000	15905000	0.006880937
21	16125000	15915000	0.6563667
21	16125000	15925000	0.009919419
21	16125000	15935000	0.03637531
21	16125000	15945000	0.01429565
21	16125000	15955000	0.00151362
21	16125000	15965000	0.05878022
21	16125000	15975000	0.3222448
21	16125000	15985000	0.08639705
21	16125000	15995000	0.3983142
21	16125000	16005000	0.6596605
21	16125000	16015000	0.1570068
21	16125000	16025000	0.8982502
21	16125000	16035000	0.4123078
21	16125000	16045000	0.6841229
21	16125000	16055000	9.297323e-06
21	16125000	16065000	0.00713958
21	16125000	16075000	0.3471641
21	16125000	16085000	0.1842416
21	16125000	16095000	0.3486108
21	16125000	16105000	0.02001408
21	16135000	14135000	1
21	16135000	14145000	1
21	16135000	14155000	1
21	16135000	14165000	1
21	16135000	14175000	1
21	16135000	14185000	1
21	16135000	14195000	1
21	16135000	14205000	1
21	16135000	14215000	1
21	16135000	14225000	1
21	16135000	14235000	1
21	16135000	14245000	1
21	16135000	14255000	1
21	16135000	14265000	1
21	16135000	14275000	1
21	16135000	14285000	1
21	16135000	14295000	1
21	16135000	14305000	1
21	16135000	14315000	1
21	16135000	14325000	1
21	16135000	14335000	1
21	16135000	14345000	1
21	16135000	14355000	1
21	16135000	14365000	1
21	16135000	14375000	1
21	16135000	14385000	1
21	16135000	14395000	1
21	16135000	14405000	1
21	16135000	14415000	1
21	16135000	14425000	1
21	16135000	14435000	1
21	16135000	14445000	1
21	16135000	14455000	1
21	16135000	14465000	1
21	16135000	14475000	1
21	16135000	14485000	1
21	16135000	14495000	1
21	16135000	14505000	1
21	16135000	14515000	1
21	16135000	14525000	1
21	16135000	14535000	1
21	16135000	14545000	1
21	16135000	14555000	1
21	16135000	14565000	1
21	16135000	14575000	1
21	16135000	14585000	1
21	16135000	14595000	1
21	16135000	14605000	1
21	16135000	14615000	1
21	16135000	14625000	1
21	16135000	14635000	1
21	16135000	14645000	1
21	16135000	14655000	1
21	16135000	14665000	1
21	16135000	14675000	0.2255959
21	16135000	14685000	1
21	16135000	14695000	1
21	16135000	14705000	1
21	16135000	14715000	1
21	16135000	14725000	1
21	16135000	14735000	1
21	16135000	14745000	1
21	16135000	14755000	1
21	16135000	14765000	1
21	16135000	14775000	1
21	16135000	14785000	1
21	16135000	14795000	1
21	16135000	14805000	1
21	16135000	14815000	1
21	16135000	14825000	1
21	16135000	14835000	1
21	16135000	14845000	1
21	16135000	14855000	1
21	16135000	14865000	1
21	16135000	14875000	1
21	16135000	14885000	1
21	16135000	14895000	1
21	16135000	14905000	1
21	16135000	14915000	1
21	16135000	14925000	1
21	16135000	14935000	1
21	16135000	14945000	1
21	16135000	14955000	1
21	16135000	14965000	1
21	16135000	14975000	1
21	16135000	14985000	1
21	16135000	14995000	1
21	16135000	15005000	1
21	16135000	15015000	1
21	16135000	15025000	1
21	16135000	15035000	1
21	16135000	15045000	1
21	16135000	15055000	1
21	16135000	15065000	1
21	16135000	15075000	1
21	16135000	15085000	1
21	16135000	15095000	1
21	16135000	15105000	1
21	16135000	15115000	1
21	16135000	15125000	1
21	16135000	15135000	1
21	16135000	15145000	1
21	16135000	15155000	1
21	16135000	15165000	1
21	16135000	15175000	1
21	16135000	15185000	1
21	16135000	15195000	1
21	16135000	15205000	1
21	16135000	15215000	1
21	16135000	15225000	1
21	16135000	15235000	1
21	16135000	15245000	1
21	16135000	15255000	1
21	16135000	15265000	1
21	16135000	15275000	1
21	16135000	15285000	1
21	16135000	15295000	1
21	16135000	15305000	1
21	16135000	15315000	1
21	16135000	15325000	1
21	16135000	15335000	1
21	16135000	15345000	1
21	16135000	15355000	1
21	16135000	15365000	1
21	16135000	15375000	0.4476706
21	16135000	15385000	0.4534785
21	16135000	15395000	1
21	16135000	15405000	1
21	16135000	15415000	0.4715282
21	16135000	15425000	1
21	16135000	15435000	0.4840681
21	16135000	15445000	0.4904845
21	16135000	15455000	0.4969956
21	16135000	15465000	0.5035989
21	16135000	15475000	1
21	16135000	15485000	1
21	16135000	15495000	0.5239349
21	16135000	15505000	1
21	16135000	15515000	1
21	16135000	15525000	1
21	16135000	15535000	1
21	16135000	15545000	1
21	16135000	15555000	1
21	16135000	15565000	1
21	16135000	15575000	0.5814907
21	16135000	15585000	1
21	16135000	15595000	0.2303747
21	16135000	15605000	0.6042558
21	16135000	15615000	1
21	16135000	15625000	0.6198124
21	16135000	15635000	0.6277024
21	16135000	15645000	1
21	16135000	15655000	1
21	16135000	15665000	0.2844475
21	16135000	15675000	0.6599496
21	16135000	15685000	0.6681642
21	16135000	15695000	0.67643
21	16135000	15705000	0.6847411
21	16135000	15715000	0.3305684
21	16135000	15725000	0.7014724
21	16135000	15735000	0.3508649
21	16135000	15745000	0.1353481
21	16135000	15755000	0.0428638
21	16135000	15765000	0.1498236
21	16135000	15775000	0.01287448
21	16135000	15785000	0.01425027
21	16135000	15795000	0.1758417
21	16135000	15805000	1
21	16135000	15815000	0.06861257
21	16135000	15825000	0.005537724
21	16135000	15835000	0.006425272
21	16135000	15845000	0.4992228
21	16135000	15855000	0.0004418422
21	16135000	15865000	0.1083029
21	16135000	15875000	0.0001425163
21	16135000	15885000	0.003812398
21	16135000	15895000	0.00465994
21	16135000	15905000	1.066683e-10
21	16135000	15915000	0.3680861
21	16135000	15925000	0.002239241
21	16135000	15935000	0.000694845
21	16135000	15945000	0.01187583
21	16135000	15955000	0.2432552
21	16135000	15965000	0.4833
21	16135000	15975000	0.512535
21	16135000	15985000	0.162364
21	16135000	15995000	0.582254
21	16135000	16005000	0.04484676
21	16135000	16015000	0.1290643
21	16135000	16025000	0.01182805
21	16135000	16035000	0.5403048
21	16135000	16045000	0.4123078
21	16135000	16055000	0.3247763
21	16135000	16065000	0.01787916
21	16135000	16075000	0.52787
21	16135000	16085000	0.6503595
21	16135000	16095000	0.1842416
21	16135000	16105000	0.9463787
21	16135000	16115000	8.493726e-05
21	16145000	14145000	1
21	16145000	14155000	1
21	16145000	14165000	1
21	16145000	14175000	1
21	16145000	14185000	1
21	16145000	14195000	1
21	16145000	14205000	1
21	16145000	14215000	1
21	16145000	14225000	1
21	16145000	14235000	1
21	16145000	14245000	1
21	16145000	14255000	1
21	16145000	14265000	1
21	16145000	14275000	1
21	16145000	14285000	1
21	16145000	14295000	1
21	16145000	14305000	1
21	16145000	14315000	1
21	16145000	14325000	1
21	16145000	14335000	1
21	16145000	14345000	1
21	16145000	14355000	1
21	16145000	14365000	1
21	16145000	14375000	1
21	16145000	14385000	1
21	16145000	14395000	1
21	16145000	14405000	1
21	16145000	14415000	1
21	16145000	14425000	1
21	16145000	14435000	1
21	16145000	14445000	1
21	16145000	14455000	1
21	16145000	14465000	1
21	16145000	14475000	1
21	16145000	14485000	0.1922281
21	16145000	14495000	1
21	16145000	14505000	1
21	16145000	14515000	1
21	16145000	14525000	1
21	16145000	14535000	1
21	16145000	14545000	1
21	16145000	14555000	1
21	16145000	14565000	1
21	16145000	14575000	1
21	16145000	14585000	1
21	16145000	14595000	1
21	16145000	14605000	1
21	16145000	14615000	1
21	16145000	14625000	1
21	16145000	14635000	1
21	16145000	14645000	1
21	16145000	14655000	1
21	16145000	14665000	1
21	16145000	14675000	1
21	16145000	14685000	1
21	16145000	14695000	1
21	16145000	14705000	1
21	16145000	14715000	1
21	16145000	14725000	1
21	16145000	14735000	1
21	16145000	14745000	1
21	16145000	14755000	1
21	16145000	14765000	1
21	16145000	14775000	1
21	16145000	14785000	1
21	16145000	14795000	0.2485151
21	16145000	14805000	1
21	16145000	14815000	1
21	16145000	14825000	1
21	16145000	14835000	1
21	16145000	14845000	1
21	16145000	14855000	1
21	16145000	14865000	1
21	16145000	14875000	1
21	16145000	14885000	1
21	16145000	14895000	1
21	16145000	14905000	1
21	16145000	14915000	1
21	16145000	14925000	1
21	16145000	14935000	1
21	16145000	14945000	1
21	16145000	14955000	1
21	16145000	14965000	1
21	16145000	14975000	1
21	16145000	14985000	1
21	16145000	14995000	1
21	16145000	15005000	1
21	16145000	15015000	1
21	16145000	15025000	1
21	16145000	15035000	1
21	16145000	15045000	1
21	16145000	15055000	1
21	16145000	15065000	1
21	16145000	15075000	1
21	16145000	15085000	1
21	16145000	15095000	1
21	16145000	15105000	1
21	16145000	15115000	1
21	16145000	15125000	1
21	16145000	15135000	1
21	16145000	15145000	1
21	16145000	15155000	1
21	16145000	15165000	1
21	16145000	15175000	1
21	16145000	15185000	1
21	16145000	15195000	1
21	16145000	15205000	1
21	16145000	15215000	1
21	16145000	15225000	0.3693331
21	16145000	15235000	1
21	16145000	15245000	1
21	16145000	15255000	1
21	16145000	15265000	1
21	16145000	15275000	1
21	16145000	15285000	1
21	16145000	15295000	1
21	16145000	15305000	1
21	16145000	15315000	1
21	16145000	15325000	1
21	16145000	15335000	1
21	16145000	15345000	1
21	16145000	15355000	1
21	16145000	15365000	1
21	16145000	15375000	1
21	16145000	15385000	1
21	16145000	15395000	1
21	16145000	15405000	1
21	16145000	15415000	1
21	16145000	15425000	1
21	16145000	15435000	0.4777487
21	16145000	15445000	1
21	16145000	15455000	0.1469206
21	16145000	15465000	0.4969956
21	16145000	15475000	0.1559338
21	16145000	15485000	1
21	16145000	15495000	0.5170715
21	16145000	15505000	0.5239349
21	16145000	15515000	1
21	16145000	15525000	0.5378998
21	16145000	15535000	1
21	16145000	15545000	1
21	16145000	15555000	0.5593895
21	16145000	15565000	1
21	16145000	15575000	0.5740524
21	16145000	15585000	1
21	16145000	15595000	1
21	16145000	15605000	1
21	16145000	15615000	0.6042558
21	16145000	15625000	1
21	16145000	15635000	0.07434844
21	16145000	15645000	0.003480063
21	16145000	15655000	0.6356643
21	16145000	15665000	0.08627439
21	16145000	15675000	0.2844475
21	16145000	15685000	0.29315
21	16145000	15695000	0.3021108
21	16145000	15705000	1
21	16145000	15715000	0.3208182
21	16145000	15725000	0.3305684
21	16145000	15735000	0.7014724
21	16145000	15745000	0.001748339
21	16145000	15755000	0.0003467123
21	16145000	15765000	1.15399e-06
21	16145000	15775000	1.091626e-05
21	16145000	15785000	1.329241e-05
21	16145000	15795000	1
21	16145000	15805000	0.01582091
21	16145000	15815000	4.828003e-07
21	16145000	15825000	4.683658e-06
21	16145000	15835000	3.941371e-05
21	16145000	15845000	0.001439106
21	16145000	15855000	0.001731693
21	16145000	15865000	0.002095618
21	16145000	15875000	0.1083029
21	16145000	15885000	0.0007045281
21	16145000	15895000	0.0008938216
21	16145000	15905000	0.001132846
21	16145000	15915000	0.005677077
21	16145000	15925000	0.06884274
21	16145000	15935000	0.008285383
21	16145000	15945000	0.002773064
21	16145000	15955000	0.003435437
21	16145000	15965000	0.4571842
21	16145000	15975000	8.872126e-05
21	16145000	15985000	0.02149555
21	16145000	15995000	0.779535
21	16145000	16005000	0.01243998
21	16145000	16015000	0.9593905
21	16145000	16025000	0.2552402
21	16145000	16035000	0.2951233
21	16145000	16045000	0.04365394
21	16145000	16055000	0.0283292
21	16145000	16065000	0.3247763
21	16145000	16075000	0.01787916
21	16145000	16085000	0.03626477
21	16145000	16095000	0.3471641
21	16145000	16105000	0.5472209
21	16145000	16115000	8.493726e-05
21	16145000	16125000	8.493726e-05
21	16155000	14155000	1
21	16155000	14165000	1
21	16155000	14175000	1
21	16155000	14185000	1
21	16155000	14195000	1
21	16155000	14205000	1
21	16155000	14215000	1
21	16155000	14225000	1
21	16155000	14235000	1
21	16155000	14245000	1
21	16155000	14255000	1
21	16155000	14265000	1
21	16155000	14275000	1
21	16155000	14285000	1
21	16155000	14295000	1
21	16155000	14305000	1
21	16155000	14315000	1
21	16155000	14325000	1
21	16155000	14335000	1
21	16155000	14345000	1
21	16155000	14355000	1
21	16155000	14365000	1
21	16155000	14375000	1
21	16155000	14385000	1
21	16155000	14395000	1
21	16155000	14405000	1
21	16155000	14415000	1
21	16155000	14425000	1
21	16155000	14435000	1
21	16155000	14445000	1
21	16155000	14455000	1
21	16155000	14465000	1
21	16155000	14475000	1
21	16155000	14485000	1
21	16155000	14495000	1
21	16155000	14505000	1
21	16155000	14515000	1
21	16155000	14525000	1
21	16155000	14535000	1
21	16155000	14545000	1
21	16155000	14555000	1
21	16155000	14565000	1
21	16155000	14575000	1
21	16155000	14585000	1
21	16155000	14595000	1
21	16155000	14605000	1
21	16155000	14615000	1
21	16155000	14625000	1
21	16155000	14635000	1
21	16155000	14645000	1
21	16155000	14655000	1
21	16155000	14665000	1
21	16155000	14675000	1
21	16155000	14685000	1
21	16155000	14695000	1
21	16155000	14705000	1
21	16155000	14715000	1
21	16155000	14725000	1
21	16155000	14735000	1
21	16155000	14745000	1
21	16155000	14755000	1
21	16155000	14765000	1
21	16155000	14775000	1
21	16155000	14785000	1
21	16155000	14795000	1
21	16155000	14805000	1
21	16155000	14815000	1
21	16155000	14825000	1
21	16155000	14835000	1
21	16155000	14845000	1
21	16155000	14855000	1
21	16155000	14865000	1
21	16155000	14875000	1
21	16155000	14885000	1
21	16155000	14895000	1
21	16155000	14905000	1
21	16155000	14915000	1
21	16155000	14925000	1
21	16155000	14935000	1
21	16155000	14945000	1
21	16155000	14955000	1
21	16155000	14965000	1
21	16155000	14975000	1
21	16155000	14985000	1
21	16155000	14995000	1
21	16155000	15005000	1
21	16155000	15015000	1
21	16155000	15025000	1
21	16155000	15035000	1
21	16155000	15045000	1
21	16155000	15055000	1
21	16155000	15065000	1
21	16155000	15075000	1
21	16155000	15085000	1
21	16155000	15095000	1
21	16155000	15105000	1
21	16155000	15115000	1
21	16155000	15125000	1
21	16155000	15135000	1
21	16155000	15145000	1
21	16155000	15155000	1
21	16155000	15165000	1
21	16155000	15175000	1
21	16155000	15185000	1
21	16155000	15195000	1
21	16155000	15205000	1
21	16155000	15215000	1
21	16155000	15225000	1
21	16155000	15235000	1
21	16155000	15245000	1
21	16155000	15255000	1
21	16155000	15265000	1
21	16155000	15275000	1
21	16155000	15285000	1
21	16155000	15295000	1
21	16155000	15305000	0.4002466
21	16155000	15315000	1
21	16155000	15325000	1
21	16155000	15335000	1
21	16155000	15345000	1
21	16155000	15355000	1
21	16155000	15365000	1
21	16155000	15375000	1
21	16155000	15385000	1
21	16155000	15395000	1
21	16155000	15405000	1
21	16155000	15415000	1
21	16155000	15425000	1
21	16155000	15435000	1
21	16155000	15445000	0.1384907
21	16155000	15455000	1
21	16155000	15465000	0.4904845
21	16155000	15475000	1
21	16155000	15485000	0.5035989
21	16155000	15495000	1
21	16155000	15505000	0.5170715
21	16155000	15515000	0.1705988
21	16155000	15525000	0.5308788
21	16155000	15535000	1
21	16155000	15545000	1
21	16155000	15555000	0.5521589
21	16155000	15565000	0.1982676
21	16155000	15575000	1
21	16155000	15585000	1
21	16155000	15595000	1
21	16155000	15605000	1
21	16155000	15615000	0.2303747
21	16155000	15625000	0.6042558
21	16155000	15635000	0.2446573
21	16155000	15645000	1
21	16155000	15655000	0.07811835
21	16155000	15665000	1
21	16155000	15675000	1
21	16155000	15685000	0.2844475
21	16155000	15695000	0.6599496
21	16155000	15705000	0.6681642
21	16155000	15715000	0.02788563
21	16155000	15725000	0.3208182
21	16155000	15735000	0.3305684
21	16155000	15745000	1
21	16155000	15755000	0.1287341
21	16155000	15765000	0.7183144
21	16155000	15775000	0.3723537
21	16155000	15785000	0.1498236
21	16155000	15795000	0.04973475
21	16155000	15805000	0.7533852
21	16155000	15815000	0.1758417
21	16155000	15825000	0.1859998
21	16155000	15835000	0.06861257
21	16155000	15845000	0.02209737
21	16155000	15855000	0.006425272
21	16155000	15865000	0.4992228
21	16155000	15875000	0.008769946
21	16155000	15885000	0.2687029
21	16155000	15895000	0.5561832
21	16155000	15905000	0.1315263
21	16155000	15915000	0.8660631
21	16155000	15925000	0.6170748
21	16155000	15935000	0.6370007
21	16155000	15945000	0.008285383
21	16155000	15955000	0.2060582
21	16155000	15965000	0.6940781
21	16155000	15975000	0.2432552
21	16155000	15985000	0.4833
21	16155000	15995000	0.512535
21	16155000	16005000	0.3222448
21	16155000	16015000	0.582254
21	16155000	16025000	0.9593905
21	16155000	16035000	0.9665231
21	16155000	16045000	0.9728987
21	16155000	16055000	0.8982502
21	16155000	16065000	0.6066278
21	16155000	16075000	0.6841229
21	16155000	16085000	0.595248
21	16155000	16095000	0.6925968
21	16155000	16105000	0.8971479
21	16155000	16115000	0.0006515331
21	16155000	16125000	0.8130685
21	16155000	16135000	0.247011
21	16165000	14165000	1
21	16165000	14175000	1
21	16165000	14185000	1
21	16165000	14195000	1
21	16165000	14205000	1
21	16165000	14215000	1
21	16165000	14225000	1
21	16165000	14235000	1
21	16165000	14245000	1
21	16165000	14255000	1
21	16165000	14265000	1
21	16165000	14275000	1
21	16165000	14285000	1
21	16165000	14295000	1
21	16165000	14305000	1
21	16165000	14315000	1
21	16165000	14325000	1
21	16165000	14335000	1
21	16165000	14345000	1
21	16165000	14355000	1
21	16165000	14365000	1
21	16165000	14375000	1
21	16165000	14385000	1
21	16165000	14395000	1
21	16165000	14405000	1
21	16165000	14415000	1
21	16165000	14425000	1
21	16165000	14435000	1
21	16165000	14445000	1
21	16165000	14455000	1
21	16165000	14465000	1
21	16165000	14475000	1
21	16165000	14485000	1
21	16165000	14495000	1
21	16165000	14505000	1
21	16165000	14515000	1
21	16165000	14525000	1
21	16165000	14535000	1
21	16165000	14545000	1
21	16165000	14555000	1
21	16165000	14565000	1
21	16165000	14575000	1
21	16165000	14585000	1
21	16165000	14595000	1
21	16165000	14605000	1
21	16165000	14615000	1
21	16165000	14625000	1
21	16165000	14635000	1
21	16165000	14645000	1
21	16165000	14655000	1
21	16165000	14665000	1
21	16165000	14675000	1
21	16165000	14685000	1
21	16165000	14695000	1
21	16165000	14705000	1
21	16165000	14715000	1
21	16165000	14725000	1
21	16165000	14735000	1
21	16165000	14745000	1
21	16165000	14755000	1
21	16165000	14765000	1
21	16165000	14775000	1
21	16165000	14785000	1
21	16165000	14795000	1
21	16165000	14805000	1
21	16165000	14815000	1
21	16165000	14825000	1
21	16165000	14835000	1
21	16165000	14845000	1
21	16165000	14855000	1
21	16165000	14865000	1
21	16165000	14875000	1
21	16165000	14885000	1
21	16165000	14895000	1
21	16165000	14905000	1
21	16165000	14915000	1
21	16165000	14925000	1
21	16165000	14935000	1
21	16165000	14945000	1
21	16165000	14955000	1
21	16165000	14965000	1
21	16165000	14975000	1
21	16165000	14985000	1
21	16165000	14995000	1
21	16165000	15005000	1
21	16165000	15015000	1
21	16165000	15025000	1
21	16165000	15035000	1
21	16165000	15045000	1
21	16165000	15055000	1
21	16165000	15065000	1
21	16165000	15075000	1
21	16165000	15085000	1
21	16165000	15095000	1
21	16165000	15105000	1
21	16165000	15115000	1
21	16165000	15125000	1
21	16165000	15135000	1
21	16165000	15145000	1
21	16165000	15155000	1
21	16165000	15165000	1
21	16165000	15175000	1
21	16165000	15185000	1
21	16165000	15195000	1
21	16165000	15205000	1
21	16165000	15215000	1
21	16165000	15225000	1
21	16165000	15235000	0.3653209
21	16165000	15245000	1
21	16165000	15255000	0.373443
21	16165000	15265000	1
21	16165000	15275000	1
21	16165000	15285000	1
21	16165000	15295000	1
21	16165000	15305000	1
21	16165000	15315000	1
21	16165000	15325000	1
21	16165000	15335000	1
21	16165000	15345000	1
21	16165000	15355000	1
21	16165000	15365000	1
21	16165000	15375000	1
21	16165000	15385000	1
21	16165000	15395000	0.4419691
21	16165000	15405000	1
21	16165000	15415000	0.003441349
21	16165000	15425000	0.4593915
21	16165000	15435000	1
21	16165000	15445000	1
21	16165000	15455000	1
21	16165000	15465000	1
21	16165000	15475000	1
21	16165000	15485000	0.4969956
21	16165000	15495000	1
21	16165000	15505000	0.5102918
21	16165000	15515000	1
21	16165000	15525000	0.5239349
21	16165000	15535000	0.5308788
21	16165000	15545000	1
21	16165000	15555000	0.5449944
21	16165000	15565000	1
21	16165000	15575000	0.5593895
21	16165000	15585000	1
21	16165000	15595000	1
21	16165000	15605000	0.5814907
21	16165000	15615000	0.2235571
21	16165000	15625000	0.5965914
21	16165000	15635000	1
21	16165000	15645000	0.6119964
21	16165000	15655000	1
21	16165000	15665000	1
21	16165000	15675000	0.6356643
21	16165000	15685000	0.6436952
21	16165000	15695000	0.6517917
21	16165000	15705000	0.6599496
21	16165000	15715000	1
21	16165000	15725000	1
21	16165000	15735000	0.6847411
21	16165000	15745000	0.007267206
21	16165000	15755000	0.1224467
21	16165000	15765000	0.3508649
21	16165000	15775000	0.3614286
21	16165000	15785000	0.1423527
21	16165000	15795000	1
21	16165000	15805000	0.04973475
21	16165000	15815000	0.05371672
21	16165000	15825000	0.7626789
21	16165000	15835000	0.004171968
21	16165000	15845000	1
21	16165000	15855000	0.7920821
21	16165000	15865000	0.08178164
21	16165000	15875000	0.23642
21	16165000	15885000	0.823509
21	16165000	15895000	0.5364119
21	16165000	15905000	0.1193515
21	16165000	15915000	0.8557287
21	16165000	15925000	0.8660631
21	16165000	15935000	0.6170748
21	16165000	15945000	0.173953
21	16165000	15955000	0.8941179
21	16165000	15965000	0.6752075
21	16165000	15975000	0.2237064
21	16165000	15985000	0.2432552
21	16165000	15995000	0.9262371
21	16165000	16005000	0.1408684
21	16165000	16015000	1
21	16165000	16025000	0.582254
21	16165000	16035000	1
21	16165000	16045000	0.6596605
21	16165000	16055000	0.698697
21	16165000	16065000	0.9790979
21	16165000	16075000	0.9227125
21	16165000	16085000	0.6841229
21	16165000	16095000	0.7629927
21	16165000	16105000	0.9800604
21	16165000	16115000	0.3471641
21	16165000	16125000	0.8088843
21	16165000	16135000	0.9463787
21	16165000	16145000	0.5901034
21	16175000	14175000	1
21	16175000	14185000	1
21	16175000	14195000	1
21	16175000	14205000	1
21	16175000	14215000	1
21	16175000	14225000	1
21	16175000	14235000	1
21	16175000	14245000	1
21	16175000	14255000	1
21	16175000	14265000	1
21	16175000	14275000	1
21	16175000	14285000	1
21	16175000	14295000	1
21	16175000	14305000	1
21	16175000	14315000	1
21	16175000	14325000	1
21	16175000	14335000	1
21	16175000	14345000	1
21	16175000	14355000	1
21	16175000	14365000	1
21	16175000	14375000	1
21	16175000	14385000	1
21	16175000	14395000	1
21	16175000	14405000	1
21	16175000	14415000	1
21	16175000	14425000	1
21	16175000	14435000	1
21	16175000	14445000	1
21	16175000	14455000	1
21	16175000	14465000	1
21	16175000	14475000	1
21	16175000	14485000	1
21	16175000	14495000	1
21	16175000	14505000	1
21	16175000	14515000	1
21	16175000	14525000	1
21	16175000	14535000	1
21	16175000	14545000	1
21	16175000	14555000	1
21	16175000	14565000	1
21	16175000	14575000	1
21	16175000	14585000	1
21	16175000	14595000	1
21	16175000	14605000	1
21	16175000	14615000	1
21	16175000	14625000	1
